dt;venuetype;venueid;revenue;
5/4/22;Pub;1798;681,17572139;
5/24/22;Pub;444;226,47251322;
1/13/23;Pub;1342;1527,12394524;
7/19/22;Pub;892;407,5016813;
7/11/22;Pub;442;248,43309225;
7/10/22;Pub;892;1362,21990606;
3/30/22;Pub;444;603,92670192;
6/30/22;Pub;1798;600,35826292;
12/29/22;Pub;443;410,71586496;
5/2/22;Pub;444;603,92670192;
1/17/23;Pub;1342;1060,50273975;
1/12/23;Pub;894;270,84662088;
3/15/22;Pub;1344;2749,6373916;
4/9/22;Pub;444;1132,3625661;
11/5/22;Pub;1342;4242,010959;
4/24/22;Pub;1798;1535,53171093;
11/26/22;Pub;893;1840,2186086;
9/11/22;Pub;444;1157,52617868;
3/28/23;Pub;1344;791,562279400001;
3/17/22;Pub;1798;1304,62468673;
2/11/23;Pub;893;2463,5184599;
1/9/23;Pub;444;201,30890064;
3/21/22;Pub;443;314,45433411;
3/26/23;Pub;1344;3239,15616965;
5/5/22;Pub;1344;1239,41988485;
12/29/22;Pub;444;465,52683273;
2/20/23;Pub;893;771,7045778;
9/14/22;Pub;1800;510,342274;
7/26/22;Pub;1799;321,944506005;
3/12/23;Pub;1343;1726,09547852;
8/3/22;Pub;443;314,45433411;
11/30/22;Pub;1344;999,868142400001;
6/10/22;Pub;893;875,58788635;
6/12/22;Pub;1798;1316,17003794;
10/3/22;Pub;1798;865,90134075;
12/11/22;Pub;1343;1578,7458645;
8/2/22;Pub;444;301,96335096;
1/29/23;Pub;1799;943,372273410001;
10/7/22;Pub;444;390,03599499;
4/10/23;Pub;893;667,82126925;
4/16/22;Pub;1799;1624,696693095;
5/12/22;Pub;444;490,69044531;
6/3/22;Pub;894;455,51477148;
8/5/22;Pub;443;346,54151106;
7/8/22;Pub;894;381,64751124;
8/7/22;Pub;1342;4242,01095900001;
10/27/22;Pub;1343;484,14873178;
7/8/22;Pub;442;339,525226075;
10/4/22;Pub;892;256,14391396;
5/10/23;Pub;1799;419,27656596;
5/20/22;Pub;1799;434,25072903;
8/4/22;Pub;1344;1114,43636705;
4/7/22;Pub;1798;946,71879922;
5/12/23;Pub;1798;681,17572139;
1/17/23;Pub;892;372,57296576;
2/2/23;Pub;443;288,78459255;
5/12/23;Pub;892;395,85877612;
6/12/22;Pub;1344;3051,68089295;
1/24/23;Pub;442;215,30867995;
6/23/22;Pub;892;314,35843986;
5/14/23;Pub;443;821,43172992;
7/30/22;Pub;894;800,2286526;
11/11/22;Pub;892;395,85877612;
3/2/22;Pub;1342;5274,23362568999;
11/9/22;Pub;894;295,46904096;
5/7/23;Pub;1344;3728,6749477;
3/15/22;Pub;1798;1154,535121;
1/24/23;Pub;893;415,5332342;
5/28/22;Pub;1342;3506,72905944001;
5/10/22;Pub;443;224,61023865;
5/15/23;Pub;1798;531,08615566;
11/18/22;Pub;443;320,8717695;
10/25/22;Pub;443;263,11485099;
5/3/23;Pub;1342;1230,18317811;
4/14/23;Pub;1342;1258,46325117;
3/14/23;Pub;894;320,09146104;
8/11/22;Pub;1343;599,92342851;
6/5/22;Pub;1798;1570,16776456;
4/13/23;Pub;1343;420,9988972;
1/19/23;Pub;1342;1258,46325117;
8/9/22;Pub;1344;1062,3599013;
9/9/22;Pub;442;298,1197107;
8/2/22;Pub;1342;1060,50273975;
9/27/22;Pub;1798;357,90588751;
7/24/22;Pub;1800;1592,26789488;
6/29/22;Pub;1343;599,92342851;
2/4/23;Pub;894;1317,29947428;
1/12/23;Pub;1343;557,82353879;
12/12/22;Pub;1343;420,9988972;
4/3/22;Pub;1344;3634,93730935;
8/18/22;Pub;1799;359,37991368;
9/29/22;Pub;1799;157,228712235;
5/5/22;Pub;893;697,50221455;
3/20/22;Pub;1344;5113,90893664999;
6/16/22;Pub;1342;1399,86361647;
3/21/23;Pub;444;264,21793209;
7/29/22;Pub;1798;611,90361413;
5/19/23;Pub;894;357,02509116;
5/16/22;Pub;444;226,47251322;
2/14/23;Pub;444;452,94502644;
11/5/22;Pub;893;1855,05908125;
10/20/22;Pub;1799;329,43158754;
2/17/23;Pub;892;360,93006058;
7/24/22;Pub;1798;888,99204317;
8/27/22;Pub;1799;1153,01055639;
10/24/22;Pub;1800;714,4791836;
4/18/22;Pub;442;215,30867995;
3/15/23;Pub;1799;344,40575061;
11/17/22;Pub;1342;1173,62303199;
10/26/22;Pub;442;273,276401475;
5/15/23;Pub;893;593,618906;
4/6/23;Pub;893;593,618906;
11/18/22;Pub;893;356,1713436;
5/16/22;Pub;1798;507,99545324;
1/23/23;Pub;1343;715,69812524;
8/6/22;Pub;442;1018,575678225;
2/6/23;Pub;1800;489,92858304;
5/22/22;Pub;894;1280,36584416;
8/25/22;Pub;444;515,85405789;
5/19/22;Pub;1344;1249,835178;
3/4/23;Pub;443;808,59685914;
2/4/23;Pub;1798;1362,35144278;
5/8/22;Pub;892;1175,93342318;
9/22/22;Pub;444;314,54515725;
8/8/22;Pub;893;697,50221455;
12/13/22;Pub;1344;874,884624600001;
4/3/23;Pub;443;192,5230617;
5/30/22;Pub;443;269,53228638;
2/28/23;Pub;1343;399,94895234;
8/1/22;Pub;1342;1216,04314158;
7/13/22;Pub;443;147,60101397;
4/27/22;Pub;1342;1880,62485849;
9/12/22;Pub;1343;810,42287711;
5/19/23;Pub;892;477,35911238;
3/16/23;Pub;442;281,55750455;
4/14/23;Pub;444;226,47251322;
9/15/22;Pub;1344;1551,87867935;
12/24/22;Pub;892;1490,29186304;
11/20/22;Pub;442;1002,013472075;
7/11/22;Pub;1798;738,90247744;
3/13/22;Pub;444;1358,83507932;
7/24/22;Pub;443;815,01429453;
2/4/23;Pub;442;1382,944213525;
4/30/23;Pub;1343;1947,11989955;
12/18/22;Pub;1798;1627,89452061;
6/14/22;Pub;1798;577,2675605;
6/18/22;Pub;443;866,35377765;
5/18/22;Pub;1799;291,996179865;
11/2/22;Pub;893;326,4903983;
9/4/22;Pub;894;1144,94253372;
1/11/23;Pub;442;198,7464738;
9/19/22;Pub;1342;1654,38427401;
3/27/22;Pub;444;1283,34424158;
5/19/23;Pub;442;240,151989175;
9/15/22;Pub;892;384,21587094;
9/30/22;Pub;442;422,336256825;
4/14/23;Pub;442;182,18426765;
11/11/22;Pub;1799;389,32823982;
12/15/22;Pub;444;264,21793209;
4/29/22;Pub;894;455,51477148;
5/8/23;Pub;893;489,73559745;
3/21/23;Pub;1798;438,72334598;
6/18/22;Pub;442;1026,8567813;
7/4/22;Pub;894;467,82598152;
4/2/23;Pub;1344;3259,98675595;
7/3/22;Pub;1342;4227,87092247001;
3/8/23;Pub;1342;1201,90310505;
9/6/22;Pub;1798;761,99317986;
5/18/22;Pub;1343;231,54939346;
5/23/23;Pub;893;534,2570154;
8/14/22;Pub;1799;875,988539595001;
8/8/22;Pub;1343;610,44840094;
5/8/23;Pub;1342;1470,56379912;
3/14/22;Pub;443;583,98662049;
10/19/22;Pub;1800;265,37798248;
8/10/22;Pub;1343;757,79801496;
11/6/22;Pub;1798;1339,26074036;
7/29/22;Pub;1799;366,866995215;
7/27/22;Pub;1799;329,43158754;
5/16/22;Pub;1344;1124,8516602;
1/20/23;Pub;1344;1312,3269369;
7/18/22;Pub;1799;411,789484425;
7/27/22;Pub;1344;989,452849250001;
4/1/23;Pub;893;1350,48301115;
1/21/23;Pub;1798;1223,80722826;
3/14/23;Pub;1343;199,97447617;
5/13/23;Pub;893;1587,93057355;
5/3/22;Pub;892;686,93140562;
5/10/22;Pub;894;283,15783092;
4/23/23;Pub;1344;3811,99729289999;
6/7/22;Pub;893;742,0236325;
10/17/22;Pub;1344;1166,5128328;
12/3/22;Pub;894;1304,98826424;
10/26/22;Pub;1342;1399,86361647;
8/12/22;Pub;443;429,96817113;
6/30/22;Pub;893;489,73559745;
9/4/22;Pub;893;1231,75922995;
3/7/22;Pub;1344;2645,4844601;
7/4/22;Pub;1799;396,815321355;
4/13/23;Pub;893;504,5760701;
10/22/22;Pub;893;1706,65435475;
10/22/22;Pub;1343;2020,79470656;
11/19/22;Pub;1344;3374,5549806;
1/8/23;Pub;892;1001,28984548;
6/12/22;Pub;1342;3238,06836537;
11/11/22;Pub;442;372,649638375;
5/10/22;Pub;893;667,82126925;
7/25/22;Pub;894;430,8923514;
5/13/23;Pub;1342;2516,92650234;
10/6/22;Pub;444;402,61780128;
4/27/22;Pub;443;250,27998021;
10/2/22;Pub;1800;949,236629640001;
7/23/22;Pub;1800;1571,85420392;
8/22/22;Pub;444;541,01767047;
1/16/23;Pub;893;371,01181625;
3/1/22;Pub;1344;6290,83706259999;
3/22/22;Pub;444;591,34489563;
8/4/22;Pub;892;244,50100878;
3/1/23;Pub;1343;431,52386963;
4/9/23;Pub;1799;973,320599550001;
12/2/22;Pub;893;934,94977695;
11/1/22;Pub;1798;692,7210726;
5/7/23;Pub;1799;920,911028805001;
5/7/22;Pub;1342;4708,63216449;
4/21/22;Pub;444;528,43586418;
5/19/22;Pub;894;418,58114136;
3/11/23;Pub;1800;1286,06253048;
12/30/22;Pub;894;357,02509116;
9/4/22;Pub;1800;1510,61313104;
1/28/23;Pub;1342;4227,87092247001;
4/5/23;Pub;894;320,09146104;
4/23/23;Pub;1343;2241,81912759;
5/1/22;Pub;892;721,86012116;
3/26/22;Pub;1800;2112,81701436;
10/21/22;Pub;1342;1003,94259363;
1/28/23;Pub;443;654,57840978;
6/17/22;Pub;444;452,94502644;
1/19/23;Pub;1800;540,96281044;
11/7/22;Pub;892;465,7162072;
12/11/22;Pub;1799;1070,652659505;
3/24/22;Pub;1342;2234,12577174;
10/1/22;Pub;1342;4284,43106859;
6/28/22;Pub;1343;336,79911776;
11/10/22;Pub;892;430,78749166;
3/11/22;Pub;442;902,640235175;
3/8/22;Pub;894;984,8968032;
2/19/23;Pub;1343;1789,2453131;
12/31/22;Pub;1798;1454,71425246;
4/9/22;Pub;1342;4892,45263938001;
12/15/22;Pub;1342;1484,70383565;
6/7/22;Pub;1342;1414,003653;
2/12/23;Pub;442;869,515822875;
1/14/23;Pub;893;1869,8995539;
3/10/23;Pub;1799;419,27656596;
10/8/22;Pub;1342;4270,29103206;
11/7/22;Pub;1800;398,06697372;
7/17/22;Pub;894;1243,43221404;
6/24/22;Pub;1342;1442,28372606;
8/14/22;Pub;443;705,9178929;
4/5/23;Pub;1343;368,37403505;
4/29/22;Pub;1344;1885,16806015;
10/16/22;Pub;1344;3478,7079121;
10/24/22;Pub;1342;1201,90310505;
1/14/23;Pub;1800;1633,0952768;
2/11/23;Pub;443;667,41328056;
4/14/22;Pub;442;322,963019925;
1/2/23;Pub;1798;819,71993591;
10/8/22;Pub;1343;1831,34520282;
8/14/22;Pub;1798;1154,535121;
7/15/22;Pub;1798;727,35712623;
6/9/22;Pub;1343;463,09878692;
2/23/23;Pub;442;380,93074145;
10/16/22;Pub;893;1409,84490175;
11/24/22;Pub;443;263,11485099;
2/17/23;Pub;1798;842,81063833;
2/5/23;Pub;892;1350,57700088;
5/11/22;Pub;444;377,4541887;
7/22/22;Pub;444;314,54515725;
1/17/23;Pub;1343;420,9988972;
5/16/22;Pub;1800;449,10120112;
6/2/22;Pub;443;275,94972177;
4/5/22;Pub;442;347,80632915;
10/31/22;Pub;1800;724,68602908;
10/16/22;Pub;444;1409,16230448;
9/7/22;Pub;892;221,21519842;
3/14/22;Pub;1344;2041,3974574;
11/20/22;Pub;444;1144,94437239;
6/3/22;Pub;443;250,27998021;
6/10/22;Pub;1798;577,2675605;
5/20/22;Pub;444;603,92670192;
12/26/22;Pub;1798;681,17572139;
8/26/22;Pub;1800;612,4107288;
3/13/23;Pub;1800;591,99703784;
5/31/22;Pub;893;608,45937865;
3/5/22;Pub;443;2130,58854948;
3/6/23;Pub;1342;1414,003653;
6/20/22;Pub;1342;1102,92284934;
4/29/23;Pub;894;1120,32011364;
5/20/23;Pub;1799;711,272745825;
11/15/22;Pub;894;357,02509116;
2/5/23;Pub;1343;1757,67039581;
3/9/23;Pub;1342;1272,6032877;
9/6/22;Pub;442;372,649638375;
5/9/23;Pub;1798;496,45010203;
2/27/23;Pub;1343;715,69812524;
9/5/22;Pub;894;492,4484016;
4/27/23;Pub;444;176,14528806;
2/25/23;Pub;1798;1258,44328189;
6/16/22;Pub;443;378,62868801;
3/9/22;Pub;893;1602,7710462;
11/13/22;Pub;894;984,8968032;
12/1/22;Pub;444;541,01767047;
8/12/22;Pub;893;771,7045778;
7/18/22;Pub;1344;1531,04809305;
5/12/23;Pub;1344;1395,6492821;
7/25/22;Pub;1343;484,14873178;
4/3/22;Pub;443;795,76198836;
5/19/23;Pub;1342;1173,62303199;
3/17/23;Pub;893;593,618906;
9/8/22;Pub;1798;842,81063833;
1/28/23;Pub;442;654,207142925;
9/10/22;Pub;1800;1592,26789488;
1/18/23;Pub;1343;368,37403505;
4/12/23;Pub;894;295,46904096;
9/17/22;Pub;1799;928,39811034;
3/30/22;Pub;893;1276,2806479;
5/17/22;Pub;444;239,05431951;
1/22/23;Pub;893;1647,29246415;
2/25/23;Pub;444;1019,12630949;
4/15/22;Pub;444;490,69044531;
7/15/22;Pub;1342;1569,54405483;
9/29/22;Pub;1344;1583,1245588;
11/24/22;Pub;442;430,6173599;
1/29/23;Pub;1342;4157,17073982001;
6/20/22;Pub;893;385,8522889;
5/4/23;Pub;443;263,11485099;
1/3/23;Pub;1342;1117,06288587;
6/7/22;Pub;1800;489,92858304;
3/16/23;Pub;892;430,78749166;
4/9/22;Pub;1798;1870,34689602;
3/9/23;Pub;892;360,93006058;
2/27/23;Pub;1799;426,763647495;
4/20/22;Pub;444;402,61780128;
7/18/22;Pub;444;515,85405789;
7/2/22;Pub;1799;853,527294990001;
3/29/22;Pub;1799;583,99235973;
6/25/22;Pub;894;1009,51922328;
10/20/22;Pub;894;406,26993132;
1/31/23;Pub;1342;933,242410979999;
6/18/22;Pub;1344;4426,49958875;
5/6/23;Pub;443;898,4409546;
5/23/23;Pub;444;301,96335096;
11/19/22;Pub;442;1026,8567813;
3/24/23;Pub;1343;599,92342851;
2/20/23;Pub;894;529,38203172;
1/25/23;Pub;892;291,0726295;
12/30/22;Pub;442;380,93074145;
6/7/22;Pub;442;347,80632915;
2/26/23;Pub;894;1120,32011364;
3/4/22;Pub;1342;4128,89066676001;
2/20/23;Pub;1343;484,14873178;
3/5/22;Pub;892;4587,30464092001;
10/22/22;Pub;1798;1731,8026815;
6/27/22;Pub;1342;1668,52431054;
9/12/22;Pub;442;273,276401475;
3/31/22;Pub;1800;1081,92562088;
3/9/23;Pub;1343;610,44840094;
9/13/22;Pub;1342;1258,46325117;
1/6/23;Pub;443;314,45433411;
1/4/23;Pub;1344;718,65522735;
12/2/22;Pub;1798;427,17799477;
4/13/22;Pub;1343;978,82243599;
9/10/22;Pub;443;782,92711758;
8/23/22;Pub;442;322,963019925;
3/5/22;Pub;1798;3613,69492873;
12/6/22;Pub;894;147,73452048;
5/16/23;Pub;1800;316,41220988;
9/10/22;Pub;1798;1731,8026815;
3/1/23;Pub;1344;937,376383500001;
12/13/22;Pub;1343;494,67370421;
12/13/22;Pub;892;221,21519842;
6/6/22;Pub;1342;1244,32321464;
1/7/23;Pub;1343;1820,82023039;
7/19/22;Pub;1343;294,69922804;
12/3/22;Pub;442;919,202441325;
9/30/22;Pub;892;267,78681914;
3/22/22;Pub;894;566,31566184;
3/29/23;Pub;893;578,77843335;
4/29/23;Pub;1343;1368,2464159;
3/25/23;Pub;1798;1408,53284762;
12/18/22;Pub;893;1766,01624535;
10/26/22;Pub;444;415,19960757;
9/10/22;Pub;1342;3959,21022840001;
12/26/22;Pub;442;438,898462975;
12/5/22;Pub;1798;438,72334598;
3/11/23;Pub;1799;890,962702665001;
6/23/22;Pub;1343;515,72364907;
8/9/22;Pub;1342;1074,64277628;
3/24/22;Pub;442;587,958318325;
5/17/23;Pub;1344;999,868142400001;
7/26/22;Pub;442;182,18426765;
3/27/23;Pub;893;875,58788635;
11/19/22;Pub;444;679,41753966;
7/22/22;Pub;1344;1291,4963506;
7/14/22;Pub;1799;396,815321355;
4/12/22;Pub;1798;623,44896534;
5/1/22;Pub;1799;1242,85553481;
2/1/23;Pub;1342;1145,34295893;
12/2/22;Pub;892;326,00134504;
1/11/23;Pub;894;233,91299076;
4/5/23;Pub;892;302,71553468;
10/16/22;Pub;892;1234,14794908;
3/3/23;Pub;894;160,04573052;
4/19/23;Pub;1798;577,2675605;
11/11/22;Pub;1344;1083,1904876;
11/29/22;Pub;1799;299,4832614;
6/8/22;Pub;1799;336,918669075;
2/21/23;Pub;1800;663,4449562;
6/12/22;Pub;893;1810,5376633;
4/30/22;Pub;1798;1604,80381819;
10/8/22;Pub;894;923,340753;
11/9/22;Pub;893;727,18315985;
10/8/22;Pub;442;662,488246;
7/20/22;Pub;894;246,2242008;
4/17/23;Pub;894;147,73452048;
1/11/23;Pub;892;209,57229324;
3/6/23;Pub;1798;658,08501897;
9/14/22;Pub;1798;507,99545324;
4/15/22;Pub;1343;915,67260141;
1/13/23;Pub;442;281,55750455;
1/20/23;Pub;1800;520,54911948;
9/11/22;Pub;1344;3759,92082715;
5/26/22;Pub;893;430,37370685;
5/11/23;Pub;1343;442,04884206;
4/9/22;Pub;893;1602,7710462;
4/24/22;Pub;892;1106,0759921;
11/5/22;Pub;1344;4009,88786275;
9/2/22;Pub;1800;591,99703784;
3/30/22;Pub;1800;847,16817484;
4/25/22;Pub;1800;632,82441976;
11/12/22;Pub;893;1973,78286245;
1/1/23;Pub;892;978,00403512;
12/6/22;Pub;1343;494,67370421;
7/20/22;Pub;442;198,7464738;
1/11/23;Pub;1342;805,982082209999;
2/7/23;Pub;1344;833,223452000001;
4/6/22;Pub;892;943,07531958;
11/8/22;Pub;1798;611,90361413;
5/2/23;Pub;1344;593,67170955;
2/10/23;Pub;1343;484,14873178;
5/21/23;Pub;1799;666,350256615;
6/2/22;Pub;444;478,10863902;
11/18/22;Pub;444;352,29057612;
4/23/22;Pub;1343;2483,89349348;
2/24/23;Pub;1344;1072,77519445;
5/15/22;Pub;893;1350,48301115;
5/5/22;Pub;1799;366,866995215;
3/18/23;Pub;893;1409,84490175;
12/4/22;Pub;1799;1250,342616345;
8/15/22;Pub;893;356,1713436;
11/23/22;Pub;893;385,8522889;
7/17/22;Pub;1799;1287,77802402;
3/10/22;Pub;1343;1883,97006497;
10/25/22;Pub;1799;254,56077219;
7/1/22;Pub;1799;621,427767405;
4/7/23;Pub;1798;427,17799477;
4/18/22;Pub;1800;561,3765014;
6/13/22;Pub;1342;1088,78281281;
5/26/22;Pub;1799;344,40575061;
11/12/22;Pub;892;1432,07733714;
6/5/22;Pub;892;1094,43308692;
5/21/23;Pub;442;993,732369;
9/7/22;Pub;1798;669,63037018;
4/17/22;Pub;1342;3252,20840190001;
11/21/22;Pub;892;523,9307331;
4/5/23;Pub;1800;500,13542852;
4/5/23;Pub;1798;461,8140484;
10/6/22;Pub;893;593,618906;
4/23/22;Pub;1344;4103,62550109999;
9/14/22;Pub;892;395,85877612;
7/20/22;Pub;892;256,14391396;
6/3/22;Pub;1799;411,789484425;
5/21/23;Pub;1800;1531,026822;
8/2/22;Pub;443;179,68819092;
3/17/22;Pub;1343;1526,12100235;
6/2/22;Pub;1344;1270,6657643;
9/23/22;Pub;444;402,61780128;
8/31/22;Pub;1799;149,7416307;
7/22/22;Pub;893;593,618906;
6/23/22;Pub;1800;734,89287456;
1/1/23;Pub;894;923,340753;
6/1/22;Pub;1344;1062,3599013;
3/27/22;Pub;1798;2124,34462264;
5/21/22;Pub;893;3086,8183112;
7/27/22;Pub;1342;1145,34295893;
4/10/22;Pub;1342;3322,90858455;
4/16/22;Pub;892;1536,86348376;
3/26/22;Pub;894;1772,81424576;
8/6/22;Pub;893;1706,65435475;
3/22/23;Pub;892;209,57229324;
10/14/22;Pub;1798;507,99545324;
3/31/23;Pub;1343;694,64818038;
4/30/23;Pub;1799;1280,290942485;
11/5/22;Pub;1800;1592,26789488;
5/5/23;Pub;442;380,93074145;
1/17/23;Pub;444;226,47251322;
3/6/23;Pub;1343;368,37403505;
6/4/22;Pub;1342;3846,08993616001;
10/24/22;Pub;1798;634,99431655;
9/27/22;Pub;444;339,70876983;
4/10/22;Pub;1799;995,781844155001;
10/27/22;Pub;1344;1041,529315;
2/19/23;Pub;1798;1454,71425246;
1/22/23;Pub;1799;846,040213455001;
2/12/23;Pub;1344;3343,30910115;
7/18/22;Pub;1800;653,23811072;
7/10/22;Pub;1798;1558,62241335;
10/14/22;Pub;1800;418,48066468;
3/19/23;Pub;894;1440,41157468;
4/10/23;Pub;1342;1527,12394524;
6/28/22;Pub;443;179,68819092;
3/22/23;Pub;894;295,46904096;
5/9/23;Pub;1342;1244,32321464;
5/25/22;Pub;1800;398,06697372;
12/13/22;Pub;1800;581,79019236;
5/4/22;Pub;1800;489,92858304;
6/17/22;Pub;893;979,4711949;
4/5/23;Pub;444;289,38154467;
4/20/23;Pub;894;344,71388112;
4/20/22;Pub;892;489,00201756;
2/8/23;Pub;1344;635,33288215;
12/15/22;Pub;893;474,8951248;
3/9/23;Pub;444;239,05431951;
3/13/23;Pub;894;283,15783092;
3/13/23;Pub;1798;900,53739438;
5/19/22;Pub;443;256,6974156;
9/24/22;Pub;1799;1272,80386095;
4/4/22;Pub;444;515,85405789;
12/30/22;Pub;1344;1218,58929855;
7/2/22;Pub;442;1142,79222435;
7/23/22;Pub;443;738,00506985;
2/16/23;Pub;892;244,50100878;
5/24/23;Pub;443;314,45433411;
4/18/23;Pub;444;289,38154467;
7/27/22;Pub;444;239,05431951;
4/15/22;Pub;1798;704,26642381;
2/1/23;Pub;1344;729,0705205;
6/18/22;Pub;1799;1123,06223025;
11/1/22;Pub;894;246,2242008;
4/21/22;Pub;443;314,45433411;
4/8/22;Pub;1799;636,401930475;
8/5/22;Pub;1798;773,53853107;
11/27/22;Pub;1800;1132,95984828;
3/2/23;Pub;1798;392,54194114;
10/29/22;Pub;1799;883,475621130001;
5/15/22;Pub;1798;1674,07592545;
12/15/22;Pub;1800;673,65180168;
4/16/22;Pub;1344;4853,5266079;
2/24/23;Pub;442;281,55750455;
3/16/23;Pub;894;369,3363012;
5/12/23;Pub;443;198,94049709;
10/3/22;Pub;894;430,8923514;
11/1/22;Pub;892;337,64425022;
10/17/22;Pub;1343;547,29856636;
3/4/22;Pub;893;1988,6233351;
4/3/22;Pub;1798;1951,16435449;
5/24/22;Pub;893;371,01181625;
3/4/23;Pub;1344;3749,505534;
2/9/23;Pub;442;256,714195325;
1/8/23;Pub;442;1192,4788428;
10/19/22;Pub;1342;919,102374449999;
12/8/22;Pub;442;256,714195325;
3/15/22;Pub;1800;826,75448388;
10/16/22;Pub;1800;1306,47622144;
6/13/22;Pub;894;418,58114136;
3/17/23;Pub;444;528,43586418;
3/26/22;Pub;1344;4311,9313641;
10/30/22;Pub;1799;1070,652659505;
10/13/22;Pub;894;406,26993132;
2/15/23;Pub;1342;707,0018265;
6/5/22;Pub;1799;1093,11390411;
12/24/22;Pub;443;609,65636205;
5/6/22;Pub;1342;1654,38427401;
12/4/22;Pub;1344;4114,04079425;
5/16/22;Pub;892;512,28782792;
5/23/23;Pub;1800;520,54911948;
4/13/22;Pub;442;521,709493725;
3/3/22;Pub;1799;1272,80386095;
4/14/22;Pub;893;356,1713436;
11/25/22;Pub;1342;1442,28372606;
6/11/22;Pub;1343;2452,31857619;
9/9/22;Pub;893;534,2570154;
7/20/22;Pub;444;377,4541887;
2/22/23;Pub;1799;254,56077219;
4/21/22;Pub;893;920,1093043;
3/27/22;Pub;1799;1310,239268625;
11/3/22;Pub;1798;750,44782865;
10/27/22;Pub;892;337,64425022;
7/13/22;Pub;1800;306,2053644;
4/22/22;Pub;442;579,67721525;
7/16/22;Pub;443;577,5691851;
4/26/23;Pub;1342;1018,08263016;
3/23/23;Pub;894;320,09146104;
1/26/23;Pub;1343;652,54829066;
11/7/22;Pub;1344;958,206969800001;
9/20/22;Pub;1344;968,622262950001;
4/21/23;Pub;892;395,85877612;
4/11/23;Pub;444;163,56348177;
12/30/22;Pub;892;360,93006058;
7/1/22;Pub;1798;681,17572139;
7/1/22;Pub;444;276,79973838;
12/13/22;Pub;1799;306,970342935;
5/19/22;Pub;1343;599,92342851;
6/3/22;Pub;893;712,3426872;
4/29/23;Pub;444;780,07198998;
4/9/22;Pub;443;943,36300233;
8/26/22;Pub;442;447,17956605;
10/13/22;Pub;444;276,79973838;
10/29/22;Pub;444;956,21727804;
2/23/23;Pub;894;270,84662088;
7/12/22;Pub;1800;428,68751016;
7/2/22;Pub;894;1317,29947428;
5/12/22;Pub;442;215,30867995;
12/22/22;Pub;1798;253,99772662;
4/21/22;Pub;1799;381,841158285;
6/24/22;Pub;443;282,36715716;
1/24/23;Pub;444;566,18128305;
8/28/22;Pub;892;1769,72158736;
9/16/22;Pub;892;500,64492274;
2/3/23;Pub;442;438,898462975;
6/1/22;Pub;1800;316,41220988;
7/26/22;Pub;443;160,43588475;
2/25/23;Pub;1799;973,320599550001;
7/21/22;Pub;894;246,2242008;
3/1/23;Pub;1342;1131,2029224;
3/25/23;Pub;1343;1420,87127805;
10/23/22;Pub;442;902,640235175;
6/2/22;Pub;1342;1555,4040183;
1/4/23;Pub;443;218,19280326;
7/28/22;Pub;442;240,151989175;
3/1/22;Pub;1342;5769,13490423999;
12/4/22;Pub;1798;1916,52830086;
5/2/23;Pub;893;385,8522889;
11/29/22;Pub;1798;323,26983388;
4/10/23;Pub;1343;926,19757384;
9/18/22;Pub;1800;1541,23366748;
5/23/23;Pub;1799;449,2248921;
6/29/22;Pub;893;178,0856718;
8/18/22;Pub;892;372,57296576;
5/12/23;Pub;893;742,0236325;
4/21/22;Pub;1798;796,62923349;
3/24/22;Pub;1343;1041,97227057;
10/21/22;Pub;1800;571,58334688;
4/6/23;Pub;892;326,00134504;
1/22/23;Pub;444;1157,52617868;
4/28/23;Pub;1342;1512,98390871;
11/13/22;Pub;1799;950,859354945001;
2/4/23;Pub;444;1031,70811578;
3/25/22;Pub;1343;1199,84685702;
4/11/22;Pub;1798;692,7210726;
5/1/22;Pub;442;737,018173675;
5/3/23;Pub;444;352,29057612;
5/5/23;Pub;1800;398,06697372;
3/7/23;Pub;1342;1145,34295893;
11/4/22;Pub;892;221,21519842;
4/5/23;Pub;893;385,8522889;
12/5/22;Pub;1343;715,69812524;
1/2/23;Pub;1800;683,85864716;
9/2/22;Pub;444;188,72709435;
10/24/22;Pub;1344;1260,25047115;
3/28/22;Pub;1344;1739,35395605;
6/27/22;Pub;894;344,71388112;
2/2/23;Pub;892;349,2871554;
11/23/22;Pub;444;314,54515725;
5/3/23;Pub;892;407,5016813;
5/19/23;Pub;1798;300,17913146;
4/28/23;Pub;1798;588,81291171;
5/1/23;Pub;444;503,2722516;
3/20/22;Pub;443;1033,20709779;
7/31/22;Pub;1344;3343,30910115;
10/5/22;Pub;894;184,6681506;
10/29/22;Pub;894;1625,07972528;
3/3/22;Pub;442;1490,5985535;
3/7/22;Pub;1798;1385,4421452;
11/9/22;Pub;443;314,45433411;
3/17/22;Pub;893;1395,0044291;
4/25/23;Pub;444;301,96335096;
8/17/22;Pub;1342;1088,78281281;
7/11/22;Pub;1342;1131,2029224;
3/16/22;Pub;893;1424,6853744;
5/17/22;Pub;1798;438,72334598;
5/14/23;Pub;1344;3384,97027375;
8/27/22;Pub;892;1280,7195698;
9/23/22;Pub;1342;1357,44350688;
9/25/22;Pub;892;1467,00605268;
4/26/22;Pub;892;617,07397454;
10/29/22;Pub;1343;2052,36962385;
5/12/22;Pub;1344;1218,58929855;
6/20/22;Pub;442;264,9952984;
5/2/22;Pub;1800;265,37798248;
5/20/23;Pub;1343;1262,9966916;
2/14/23;Pub;1799;366,866995215;
