dt_week_of_year,employerid,ts,employees_count
16.0,432,2022-04-18,4.0
16.0,433,2022-04-18,1.0
16.0,434,2022-04-18,5.0
16.0,435,2022-04-18,5.0
16.0,436,2022-04-18,3.0
16.0,437,2022-04-18,7.0
16.0,438,2022-04-18,5.0
16.0,439,2022-04-18,6.0
16.0,440,2022-04-18,5.0
16.0,441,2022-04-18,5.0
16.0,829,2022-04-18,1.0
16.0,830,2022-04-18,4.0
16.0,831,2022-04-18,3.0
16.0,833,2022-04-18,3.0
16.0,834,2022-04-18,2.0
16.0,836,2022-04-18,2.0
16.0,837,2022-04-18,6.0
16.0,838,2022-04-18,4.0
16.0,839,2022-04-18,1.0
16.0,840,2022-04-18,3.0
16.0,841,2022-04-18,5.0
16.0,842,2022-04-18,3.0
16.0,843,2022-04-18,4.0
16.0,844,2022-04-18,1.0
16.0,845,2022-04-18,4.0
16.0,846,2022-04-18,1.0
16.0,847,2022-04-18,5.0
16.0,848,2022-04-18,1.0
16.0,849,2022-04-18,2.0
16.0,850,2022-04-18,4.0
16.0,851,2022-04-18,3.0
16.0,852,2022-04-18,4.0
16.0,853,2022-04-18,4.0
16.0,854,2022-04-18,3.0
16.0,855,2022-04-18,5.0
16.0,856,2022-04-18,3.0
16.0,857,2022-04-18,5.0
16.0,859,2022-04-18,5.0
16.0,860,2022-04-18,1.0
16.0,861,2022-04-18,2.0
16.0,862,2022-04-18,3.0
16.0,863,2022-04-18,4.0
16.0,864,2022-04-18,3.0
16.0,865,2022-04-18,5.0
16.0,866,2022-04-18,2.0
16.0,867,2022-04-18,5.0
16.0,868,2022-04-18,6.0
16.0,869,2022-04-18,4.0
16.0,870,2022-04-18,4.0
16.0,871,2022-04-18,5.0
16.0,872,2022-04-18,3.0
16.0,873,2022-04-18,6.0
16.0,874,2022-04-18,6.0
16.0,875,2022-04-18,1.0
16.0,876,2022-04-18,7.0
16.0,877,2022-04-18,8.0
16.0,878,2022-04-18,6.0
16.0,879,2022-04-18,2.0
16.0,880,2022-04-18,3.0
16.0,881,2022-04-18,2.0
16.0,882,2022-04-18,2.0
16.0,883,2022-04-18,8.0
16.0,884,2022-04-18,1.0
16.0,885,2022-04-18,5.0
16.0,886,2022-04-18,3.0
16.0,887,2022-04-18,5.0
16.0,888,2022-04-18,3.0
16.0,889,2022-04-18,2.0
16.0,890,2022-04-18,1.0
16.0,891,2022-04-18,5.0
16.0,1279,2022-04-18,3.0
16.0,1280,2022-04-18,2.0
16.0,1281,2022-04-18,4.0
16.0,1282,2022-04-18,3.0
16.0,1283,2022-04-18,6.0
16.0,1284,2022-04-18,4.0
16.0,1285,2022-04-18,6.0
16.0,1286,2022-04-18,5.0
16.0,1287,2022-04-18,4.0
16.0,1288,2022-04-18,3.0
16.0,1289,2022-04-18,4.0
16.0,1290,2022-04-18,2.0
16.0,1291,2022-04-18,5.0
16.0,1292,2022-04-18,2.0
16.0,1293,2022-04-18,1.0
16.0,1294,2022-04-18,1.0
16.0,1295,2022-04-18,5.0
16.0,1296,2022-04-18,3.0
16.0,1297,2022-04-18,5.0
16.0,1298,2022-04-18,6.0
16.0,1299,2022-04-18,6.0
16.0,1300,2022-04-18,4.0
16.0,1301,2022-04-18,1.0
16.0,1302,2022-04-18,3.0
16.0,1303,2022-04-18,3.0
16.0,1304,2022-04-18,4.0
16.0,1305,2022-04-18,2.0
16.0,1306,2022-04-18,6.0
16.0,1307,2022-04-18,5.0
16.0,1308,2022-04-18,2.0
16.0,1309,2022-04-18,3.0
16.0,1310,2022-04-18,2.0
16.0,1311,2022-04-18,5.0
16.0,1312,2022-04-18,1.0
16.0,1313,2022-04-18,4.0
16.0,1314,2022-04-18,3.0
16.0,1315,2022-04-18,7.0
16.0,1316,2022-04-18,3.0
16.0,1317,2022-04-18,3.0
16.0,1318,2022-04-18,3.0
16.0,1319,2022-04-18,3.0
16.0,1320,2022-04-18,2.0
16.0,1321,2022-04-18,1.0
16.0,1322,2022-04-18,2.0
16.0,1323,2022-04-18,6.0
16.0,1324,2022-04-18,2.0
16.0,1325,2022-04-18,3.0
16.0,1326,2022-04-18,5.0
16.0,1327,2022-04-18,1.0
16.0,1328,2022-04-18,2.0
16.0,1329,2022-04-18,2.0
16.0,1330,2022-04-18,6.0
16.0,1331,2022-04-18,2.0
16.0,1332,2022-04-18,1.0
16.0,1333,2022-04-18,1.0
16.0,1334,2022-04-18,3.0
16.0,1335,2022-04-18,1.0
16.0,1336,2022-04-18,2.0
16.0,1337,2022-04-18,4.0
16.0,1338,2022-04-18,2.0
16.0,1339,2022-04-18,4.0
16.0,1340,2022-04-18,3.0
16.0,1341,2022-04-18,5.0
16.0,1734,2022-04-18,3.0
16.0,1735,2022-04-18,4.0
16.0,1736,2022-04-18,5.0
16.0,1737,2022-04-18,6.0
16.0,1738,2022-04-18,2.0
16.0,1739,2022-04-18,2.0
16.0,1740,2022-04-18,3.0
16.0,1741,2022-04-18,1.0
16.0,1742,2022-04-18,5.0
16.0,1743,2022-04-18,3.0
16.0,1744,2022-04-18,3.0
16.0,1745,2022-04-18,6.0
16.0,1746,2022-04-18,4.0
16.0,1747,2022-04-18,1.0
16.0,1748,2022-04-18,5.0
16.0,1749,2022-04-18,6.0
16.0,1750,2022-04-18,2.0
16.0,1751,2022-04-18,1.0
16.0,1752,2022-04-18,2.0
16.0,1753,2022-04-18,1.0
16.0,1754,2022-04-18,1.0
16.0,1755,2022-04-18,3.0
16.0,1756,2022-04-18,2.0
16.0,1757,2022-04-18,4.0
16.0,1758,2022-04-18,1.0
16.0,1759,2022-04-18,7.0
16.0,1760,2022-04-18,3.0
16.0,1761,2022-04-18,3.0
16.0,1762,2022-04-18,1.0
16.0,1763,2022-04-18,6.0
16.0,1764,2022-04-18,3.0
16.0,1765,2022-04-18,5.0
16.0,1766,2022-04-18,4.0
16.0,1767,2022-04-18,4.0
16.0,1768,2022-04-18,5.0
16.0,1769,2022-04-18,1.0
16.0,1770,2022-04-18,5.0
16.0,1771,2022-04-18,8.0
16.0,1772,2022-04-18,2.0
16.0,1773,2022-04-18,2.0
16.0,1774,2022-04-18,2.0
16.0,1775,2022-04-18,1.0
16.0,1776,2022-04-18,3.0
16.0,1777,2022-04-18,1.0
16.0,1778,2022-04-18,2.0
16.0,1779,2022-04-18,4.0
16.0,1780,2022-04-18,2.0
16.0,1781,2022-04-18,3.0
16.0,1782,2022-04-18,5.0
16.0,1783,2022-04-18,1.0
16.0,1784,2022-04-18,3.0
16.0,1785,2022-04-18,3.0
16.0,1786,2022-04-18,8.0
16.0,1787,2022-04-18,2.0
16.0,1788,2022-04-18,5.0
16.0,1789,2022-04-18,6.0
16.0,1790,2022-04-18,6.0
16.0,1791,2022-04-18,1.0
16.0,1792,2022-04-18,6.0
16.0,1793,2022-04-18,6.0
16.0,1794,2022-04-18,2.0
16.0,1795,2022-04-18,6.0
16.0,1796,2022-04-18,5.0
16.0,1797,2022-04-18,1.0
17.0,379,2022-04-25,1.0
17.0,381,2022-04-25,4.0
17.0,382,2022-04-25,4.0
17.0,383,2022-04-25,6.0
17.0,384,2022-04-25,3.0
17.0,385,2022-04-25,5.0
17.0,386,2022-04-25,5.0
17.0,387,2022-04-25,2.0
17.0,388,2022-04-25,5.0
17.0,389,2022-04-25,3.0
17.0,390,2022-04-25,3.0
17.0,391,2022-04-25,2.0
17.0,392,2022-04-25,3.0
17.0,393,2022-04-25,4.0
17.0,394,2022-04-25,1.0
17.0,395,2022-04-25,3.0
17.0,396,2022-04-25,7.0
17.0,397,2022-04-25,6.0
17.0,398,2022-04-25,4.0
17.0,399,2022-04-25,5.0
17.0,400,2022-04-25,2.0
17.0,401,2022-04-25,5.0
17.0,402,2022-04-25,4.0
17.0,403,2022-04-25,6.0
17.0,404,2022-04-25,1.0
17.0,405,2022-04-25,5.0
17.0,406,2022-04-25,6.0
17.0,407,2022-04-25,4.0
17.0,408,2022-04-25,6.0
17.0,409,2022-04-25,1.0
17.0,410,2022-04-25,4.0
17.0,411,2022-04-25,2.0
17.0,412,2022-04-25,2.0
17.0,413,2022-04-25,5.0
17.0,414,2022-04-25,5.0
17.0,415,2022-04-25,5.0
17.0,416,2022-04-25,4.0
17.0,417,2022-04-25,3.0
17.0,418,2022-04-25,4.0
17.0,419,2022-04-25,2.0
17.0,421,2022-04-25,5.0
17.0,422,2022-04-25,4.0
17.0,423,2022-04-25,5.0
17.0,424,2022-04-25,5.0
17.0,425,2022-04-25,4.0
17.0,426,2022-04-25,4.0
17.0,427,2022-04-25,5.0
17.0,428,2022-04-25,3.0
17.0,429,2022-04-25,5.0
17.0,430,2022-04-25,1.0
17.0,431,2022-04-25,1.0
17.0,432,2022-04-25,4.0
17.0,433,2022-04-25,1.0
17.0,434,2022-04-25,5.0
17.0,435,2022-04-25,5.0
17.0,436,2022-04-25,3.0
17.0,437,2022-04-25,7.0
17.0,438,2022-04-25,5.0
17.0,439,2022-04-25,6.0
17.0,440,2022-04-25,5.0
17.0,441,2022-04-25,5.0
17.0,829,2022-04-25,1.0
17.0,830,2022-04-25,4.0
17.0,831,2022-04-25,3.0
17.0,833,2022-04-25,3.0
17.0,834,2022-04-25,2.0
17.0,836,2022-04-25,2.0
17.0,837,2022-04-25,6.0
17.0,838,2022-04-25,4.0
17.0,839,2022-04-25,1.0
17.0,840,2022-04-25,3.0
17.0,841,2022-04-25,5.0
17.0,842,2022-04-25,3.0
17.0,843,2022-04-25,4.0
17.0,844,2022-04-25,1.0
17.0,845,2022-04-25,4.0
17.0,846,2022-04-25,1.0
17.0,847,2022-04-25,5.0
17.0,848,2022-04-25,1.0
17.0,849,2022-04-25,2.0
17.0,850,2022-04-25,4.0
17.0,851,2022-04-25,3.0
17.0,852,2022-04-25,4.0
17.0,853,2022-04-25,4.0
17.0,854,2022-04-25,3.0
17.0,855,2022-04-25,5.0
17.0,856,2022-04-25,3.0
17.0,857,2022-04-25,5.0
17.0,859,2022-04-25,5.0
17.0,860,2022-04-25,1.0
17.0,861,2022-04-25,2.0
17.0,862,2022-04-25,3.0
17.0,863,2022-04-25,4.0
17.0,864,2022-04-25,3.0
17.0,865,2022-04-25,5.0
17.0,866,2022-04-25,2.0
17.0,867,2022-04-25,5.0
17.0,868,2022-04-25,6.0
17.0,869,2022-04-25,4.0
17.0,870,2022-04-25,4.0
17.0,871,2022-04-25,5.0
17.0,872,2022-04-25,3.0
17.0,873,2022-04-25,6.0
17.0,874,2022-04-25,6.0
17.0,875,2022-04-25,1.0
17.0,876,2022-04-25,7.0
17.0,877,2022-04-25,8.0
17.0,878,2022-04-25,6.0
17.0,879,2022-04-25,2.0
17.0,880,2022-04-25,3.0
17.0,881,2022-04-25,2.0
17.0,882,2022-04-25,2.0
17.0,883,2022-04-25,8.0
17.0,884,2022-04-25,1.0
17.0,885,2022-04-25,5.0
17.0,886,2022-04-25,3.0
17.0,887,2022-04-25,5.0
17.0,888,2022-04-25,3.0
17.0,889,2022-04-25,2.0
17.0,890,2022-04-25,1.0
17.0,891,2022-04-25,5.0
17.0,1279,2022-04-25,3.0
17.0,1280,2022-04-25,2.0
17.0,1281,2022-04-25,4.0
17.0,1282,2022-04-25,3.0
17.0,1283,2022-04-25,6.0
17.0,1284,2022-04-25,4.0
17.0,1285,2022-04-25,6.0
17.0,1286,2022-04-25,5.0
17.0,1287,2022-04-25,4.0
17.0,1288,2022-04-25,3.0
17.0,1289,2022-04-25,4.0
17.0,1290,2022-04-25,2.0
17.0,1291,2022-04-25,5.0
17.0,1292,2022-04-25,2.0
17.0,1293,2022-04-25,1.0
17.0,1294,2022-04-25,1.0
17.0,1295,2022-04-25,5.0
17.0,1296,2022-04-25,3.0
17.0,1297,2022-04-25,5.0
17.0,1298,2022-04-25,6.0
17.0,1299,2022-04-25,6.0
17.0,1300,2022-04-25,4.0
17.0,1301,2022-04-25,1.0
17.0,1302,2022-04-25,3.0
17.0,1303,2022-04-25,3.0
17.0,1304,2022-04-25,4.0
17.0,1305,2022-04-25,2.0
17.0,1306,2022-04-25,6.0
17.0,1307,2022-04-25,5.0
17.0,1308,2022-04-25,2.0
17.0,1309,2022-04-25,3.0
17.0,1310,2022-04-25,2.0
17.0,1311,2022-04-25,5.0
17.0,1312,2022-04-25,1.0
17.0,1313,2022-04-25,4.0
17.0,1314,2022-04-25,3.0
17.0,1315,2022-04-25,7.0
17.0,1316,2022-04-25,3.0
17.0,1317,2022-04-25,3.0
17.0,1318,2022-04-25,3.0
17.0,1319,2022-04-25,3.0
17.0,1320,2022-04-25,2.0
17.0,1321,2022-04-25,1.0
17.0,1322,2022-04-25,2.0
17.0,1323,2022-04-25,6.0
17.0,1324,2022-04-25,2.0
17.0,1325,2022-04-25,3.0
17.0,1326,2022-04-25,5.0
17.0,1327,2022-04-25,1.0
17.0,1328,2022-04-25,2.0
17.0,1329,2022-04-25,2.0
17.0,1330,2022-04-25,6.0
17.0,1331,2022-04-25,2.0
17.0,1332,2022-04-25,1.0
17.0,1333,2022-04-25,1.0
17.0,1334,2022-04-25,3.0
17.0,1335,2022-04-25,1.0
17.0,1336,2022-04-25,2.0
17.0,1337,2022-04-25,4.0
17.0,1338,2022-04-25,2.0
17.0,1339,2022-04-25,4.0
17.0,1340,2022-04-25,3.0
17.0,1341,2022-04-25,5.0
17.0,1734,2022-04-25,3.0
17.0,1735,2022-04-25,4.0
17.0,1736,2022-04-25,5.0
17.0,1737,2022-04-25,6.0
17.0,1738,2022-04-25,2.0
17.0,1739,2022-04-25,2.0
17.0,1740,2022-04-25,3.0
17.0,1741,2022-04-25,1.0
17.0,1742,2022-04-25,5.0
17.0,1743,2022-04-25,3.0
17.0,1744,2022-04-25,3.0
17.0,1745,2022-04-25,6.0
17.0,1746,2022-04-25,4.0
17.0,1747,2022-04-25,1.0
17.0,1748,2022-04-25,5.0
17.0,1749,2022-04-25,6.0
17.0,1750,2022-04-25,2.0
17.0,1751,2022-04-25,1.0
17.0,1752,2022-04-25,2.0
17.0,1753,2022-04-25,1.0
17.0,1754,2022-04-25,1.0
17.0,1755,2022-04-25,3.0
17.0,1756,2022-04-25,2.0
17.0,1757,2022-04-25,4.0
17.0,1758,2022-04-25,1.0
17.0,1759,2022-04-25,7.0
17.0,1760,2022-04-25,3.0
17.0,1761,2022-04-25,3.0
17.0,1762,2022-04-25,1.0
17.0,1763,2022-04-25,6.0
17.0,1764,2022-04-25,3.0
17.0,1765,2022-04-25,5.0
17.0,1766,2022-04-25,4.0
17.0,1767,2022-04-25,4.0
17.0,1768,2022-04-25,5.0
17.0,1769,2022-04-25,1.0
17.0,1770,2022-04-25,5.0
17.0,1771,2022-04-25,8.0
17.0,1772,2022-04-25,2.0
17.0,1773,2022-04-25,2.0
17.0,1774,2022-04-25,2.0
17.0,1775,2022-04-25,1.0
17.0,1776,2022-04-25,3.0
17.0,1777,2022-04-25,1.0
17.0,1778,2022-04-25,2.0
17.0,1779,2022-04-25,4.0
17.0,1780,2022-04-25,2.0
17.0,1781,2022-04-25,3.0
17.0,1782,2022-04-25,5.0
17.0,1783,2022-04-25,1.0
17.0,1784,2022-04-25,3.0
17.0,1785,2022-04-25,3.0
17.0,1786,2022-04-25,8.0
17.0,1787,2022-04-25,2.0
17.0,1788,2022-04-25,5.0
17.0,1789,2022-04-25,6.0
17.0,1790,2022-04-25,6.0
17.0,1791,2022-04-25,1.0
17.0,1792,2022-04-25,6.0
17.0,1793,2022-04-25,6.0
17.0,1794,2022-04-25,2.0
17.0,1795,2022-04-25,6.0
17.0,1796,2022-04-25,5.0
17.0,1797,2022-04-25,1.0
18.0,379,2022-05-02,1.0
18.0,381,2022-05-02,4.0
18.0,382,2022-05-02,4.0
18.0,383,2022-05-02,6.0
18.0,384,2022-05-02,3.0
18.0,385,2022-05-02,5.0
18.0,386,2022-05-02,5.0
18.0,387,2022-05-02,2.0
18.0,388,2022-05-02,5.0
18.0,389,2022-05-02,3.0
18.0,390,2022-05-02,3.0
18.0,391,2022-05-02,2.0
18.0,392,2022-05-02,3.0
18.0,393,2022-05-02,4.0
18.0,394,2022-05-02,1.0
18.0,395,2022-05-02,3.0
18.0,396,2022-05-02,7.0
18.0,397,2022-05-02,6.0
18.0,398,2022-05-02,4.0
18.0,399,2022-05-02,5.0
18.0,400,2022-05-02,2.0
18.0,401,2022-05-02,5.0
18.0,402,2022-05-02,4.0
18.0,403,2022-05-02,6.0
18.0,404,2022-05-02,1.0
18.0,405,2022-05-02,5.0
18.0,406,2022-05-02,6.0
18.0,407,2022-05-02,4.0
18.0,408,2022-05-02,6.0
18.0,409,2022-05-02,1.0
18.0,410,2022-05-02,4.0
18.0,411,2022-05-02,2.0
18.0,412,2022-05-02,2.0
18.0,413,2022-05-02,5.0
18.0,414,2022-05-02,5.0
18.0,415,2022-05-02,5.0
18.0,416,2022-05-02,4.0
18.0,417,2022-05-02,3.0
18.0,418,2022-05-02,4.0
18.0,419,2022-05-02,2.0
18.0,421,2022-05-02,5.0
18.0,422,2022-05-02,4.0
18.0,423,2022-05-02,5.0
18.0,424,2022-05-02,5.0
18.0,425,2022-05-02,4.0
18.0,426,2022-05-02,4.0
18.0,427,2022-05-02,5.0
18.0,428,2022-05-02,3.0
18.0,429,2022-05-02,5.0
18.0,430,2022-05-02,1.0
18.0,431,2022-05-02,1.0
18.0,432,2022-05-02,4.0
18.0,433,2022-05-02,1.0
18.0,434,2022-05-02,5.0
18.0,435,2022-05-02,5.0
18.0,436,2022-05-02,3.0
18.0,437,2022-05-02,7.0
18.0,438,2022-05-02,5.0
18.0,439,2022-05-02,6.0
18.0,440,2022-05-02,5.0
18.0,441,2022-05-02,5.0
18.0,829,2022-05-02,1.0
18.0,830,2022-05-02,4.0
18.0,831,2022-05-02,3.0
18.0,833,2022-05-02,3.0
18.0,834,2022-05-02,2.0
18.0,836,2022-05-02,2.0
18.0,837,2022-05-02,6.0
18.0,838,2022-05-02,4.0
18.0,839,2022-05-02,1.0
18.0,840,2022-05-02,3.0
18.0,841,2022-05-02,5.0
18.0,842,2022-05-02,3.0
18.0,843,2022-05-02,4.0
18.0,844,2022-05-02,1.0
18.0,845,2022-05-02,4.0
18.0,846,2022-05-02,1.0
18.0,847,2022-05-02,5.0
18.0,848,2022-05-02,1.0
18.0,849,2022-05-02,2.0
18.0,850,2022-05-02,4.0
18.0,851,2022-05-02,3.0
18.0,852,2022-05-02,4.0
18.0,853,2022-05-02,4.0
18.0,854,2022-05-02,3.0
18.0,855,2022-05-02,5.0
18.0,856,2022-05-02,3.0
18.0,857,2022-05-02,5.0
18.0,859,2022-05-02,5.0
18.0,860,2022-05-02,1.0
18.0,861,2022-05-02,2.0
18.0,862,2022-05-02,3.0
18.0,863,2022-05-02,4.0
18.0,864,2022-05-02,3.0
18.0,865,2022-05-02,5.0
18.0,866,2022-05-02,2.0
18.0,867,2022-05-02,5.0
18.0,868,2022-05-02,6.0
18.0,869,2022-05-02,4.0
18.0,870,2022-05-02,4.0
18.0,871,2022-05-02,5.0
18.0,872,2022-05-02,3.0
18.0,873,2022-05-02,6.0
18.0,874,2022-05-02,6.0
18.0,875,2022-05-02,1.0
18.0,876,2022-05-02,7.0
18.0,877,2022-05-02,8.0
18.0,878,2022-05-02,6.0
18.0,879,2022-05-02,2.0
18.0,880,2022-05-02,3.0
18.0,881,2022-05-02,2.0
18.0,882,2022-05-02,2.0
18.0,883,2022-05-02,8.0
18.0,884,2022-05-02,1.0
18.0,885,2022-05-02,5.0
18.0,886,2022-05-02,3.0
18.0,887,2022-05-02,5.0
18.0,888,2022-05-02,3.0
18.0,889,2022-05-02,2.0
18.0,890,2022-05-02,1.0
18.0,891,2022-05-02,5.0
18.0,1279,2022-05-02,3.0
18.0,1280,2022-05-02,2.0
18.0,1281,2022-05-02,4.0
18.0,1282,2022-05-02,3.0
18.0,1283,2022-05-02,6.0
18.0,1284,2022-05-02,4.0
18.0,1285,2022-05-02,6.0
18.0,1286,2022-05-02,5.0
18.0,1287,2022-05-02,4.0
18.0,1288,2022-05-02,3.0
18.0,1289,2022-05-02,4.0
18.0,1290,2022-05-02,2.0
18.0,1291,2022-05-02,5.0
18.0,1292,2022-05-02,2.0
18.0,1293,2022-05-02,1.0
18.0,1294,2022-05-02,1.0
18.0,1295,2022-05-02,5.0
18.0,1296,2022-05-02,3.0
18.0,1297,2022-05-02,5.0
18.0,1298,2022-05-02,6.0
18.0,1299,2022-05-02,6.0
18.0,1300,2022-05-02,4.0
18.0,1301,2022-05-02,1.0
18.0,1302,2022-05-02,3.0
18.0,1303,2022-05-02,3.0
18.0,1304,2022-05-02,4.0
18.0,1305,2022-05-02,2.0
18.0,1306,2022-05-02,6.0
18.0,1307,2022-05-02,5.0
18.0,1308,2022-05-02,2.0
18.0,1309,2022-05-02,3.0
18.0,1310,2022-05-02,2.0
18.0,1311,2022-05-02,5.0
18.0,1312,2022-05-02,1.0
18.0,1313,2022-05-02,4.0
18.0,1314,2022-05-02,3.0
18.0,1315,2022-05-02,7.0
18.0,1316,2022-05-02,3.0
18.0,1317,2022-05-02,3.0
18.0,1318,2022-05-02,3.0
18.0,1319,2022-05-02,3.0
18.0,1320,2022-05-02,2.0
18.0,1321,2022-05-02,1.0
18.0,1322,2022-05-02,2.0
18.0,1323,2022-05-02,6.0
18.0,1324,2022-05-02,2.0
18.0,1325,2022-05-02,3.0
18.0,1326,2022-05-02,5.0
18.0,1327,2022-05-02,1.0
18.0,1328,2022-05-02,2.0
18.0,1329,2022-05-02,2.0
18.0,1330,2022-05-02,6.0
18.0,1331,2022-05-02,2.0
18.0,1332,2022-05-02,1.0
18.0,1333,2022-05-02,1.0
18.0,1334,2022-05-02,3.0
18.0,1335,2022-05-02,1.0
18.0,1336,2022-05-02,2.0
18.0,1337,2022-05-02,4.0
18.0,1338,2022-05-02,2.0
18.0,1339,2022-05-02,4.0
18.0,1340,2022-05-02,3.0
18.0,1341,2022-05-02,5.0
18.0,1734,2022-05-02,3.0
18.0,1735,2022-05-02,4.0
18.0,1736,2022-05-02,5.0
18.0,1737,2022-05-02,6.0
18.0,1738,2022-05-02,2.0
18.0,1739,2022-05-02,2.0
18.0,1740,2022-05-02,3.0
18.0,1741,2022-05-02,1.0
18.0,1742,2022-05-02,5.0
18.0,1743,2022-05-02,3.0
18.0,1744,2022-05-02,3.0
18.0,1745,2022-05-02,6.0
18.0,1746,2022-05-02,4.0
18.0,1747,2022-05-02,1.0
18.0,1748,2022-05-02,5.0
18.0,1749,2022-05-02,6.0
18.0,1750,2022-05-02,2.0
18.0,1751,2022-05-02,1.0
18.0,1752,2022-05-02,2.0
18.0,1753,2022-05-02,1.0
18.0,1754,2022-05-02,1.0
18.0,1755,2022-05-02,3.0
18.0,1756,2022-05-02,2.0
18.0,1757,2022-05-02,4.0
18.0,1758,2022-05-02,1.0
18.0,1759,2022-05-02,7.0
18.0,1760,2022-05-02,3.0
18.0,1761,2022-05-02,3.0
18.0,1762,2022-05-02,1.0
18.0,1763,2022-05-02,6.0
18.0,1764,2022-05-02,3.0
18.0,1765,2022-05-02,5.0
18.0,1766,2022-05-02,4.0
18.0,1767,2022-05-02,4.0
18.0,1768,2022-05-02,5.0
18.0,1769,2022-05-02,1.0
18.0,1770,2022-05-02,5.0
18.0,1771,2022-05-02,8.0
18.0,1772,2022-05-02,2.0
18.0,1773,2022-05-02,2.0
18.0,1774,2022-05-02,2.0
18.0,1775,2022-05-02,1.0
18.0,1776,2022-05-02,3.0
18.0,1777,2022-05-02,1.0
18.0,1778,2022-05-02,2.0
18.0,1779,2022-05-02,4.0
18.0,1780,2022-05-02,2.0
18.0,1781,2022-05-02,3.0
18.0,1782,2022-05-02,5.0
18.0,1783,2022-05-02,1.0
18.0,1784,2022-05-02,3.0
18.0,1785,2022-05-02,3.0
18.0,1786,2022-05-02,8.0
18.0,1787,2022-05-02,2.0
18.0,1788,2022-05-02,5.0
18.0,1789,2022-05-02,6.0
18.0,1790,2022-05-02,6.0
18.0,1791,2022-05-02,1.0
18.0,1792,2022-05-02,6.0
18.0,1793,2022-05-02,6.0
18.0,1794,2022-05-02,2.0
18.0,1795,2022-05-02,6.0
18.0,1796,2022-05-02,5.0
18.0,1797,2022-05-02,1.0
19.0,379,2022-05-09,1.0
19.0,381,2022-05-09,4.0
19.0,382,2022-05-09,4.0
19.0,383,2022-05-09,6.0
19.0,384,2022-05-09,3.0
19.0,385,2022-05-09,5.0
19.0,386,2022-05-09,5.0
19.0,387,2022-05-09,2.0
19.0,388,2022-05-09,5.0
19.0,389,2022-05-09,3.0
19.0,390,2022-05-09,3.0
19.0,391,2022-05-09,2.0
19.0,392,2022-05-09,3.0
19.0,393,2022-05-09,4.0
19.0,394,2022-05-09,1.0
19.0,395,2022-05-09,3.0
19.0,396,2022-05-09,7.0
19.0,397,2022-05-09,6.0
19.0,398,2022-05-09,4.0
19.0,399,2022-05-09,5.0
19.0,400,2022-05-09,2.0
19.0,401,2022-05-09,5.0
19.0,402,2022-05-09,4.0
19.0,403,2022-05-09,6.0
19.0,404,2022-05-09,1.0
19.0,405,2022-05-09,5.0
19.0,406,2022-05-09,6.0
19.0,407,2022-05-09,4.0
19.0,408,2022-05-09,6.0
19.0,409,2022-05-09,1.0
19.0,410,2022-05-09,4.0
19.0,411,2022-05-09,2.0
19.0,412,2022-05-09,2.0
19.0,413,2022-05-09,5.0
19.0,414,2022-05-09,5.0
19.0,415,2022-05-09,5.0
19.0,416,2022-05-09,4.0
19.0,417,2022-05-09,3.0
19.0,418,2022-05-09,4.0
19.0,419,2022-05-09,2.0
19.0,421,2022-05-09,5.0
19.0,422,2022-05-09,4.0
19.0,423,2022-05-09,5.0
19.0,424,2022-05-09,5.0
19.0,425,2022-05-09,4.0
19.0,426,2022-05-09,4.0
19.0,427,2022-05-09,5.0
19.0,428,2022-05-09,3.0
19.0,429,2022-05-09,5.0
19.0,430,2022-05-09,1.0
19.0,431,2022-05-09,1.0
19.0,432,2022-05-09,4.0
19.0,433,2022-05-09,1.0
19.0,434,2022-05-09,5.0
19.0,435,2022-05-09,5.0
19.0,436,2022-05-09,3.0
19.0,437,2022-05-09,7.0
19.0,438,2022-05-09,5.0
19.0,439,2022-05-09,6.0
19.0,440,2022-05-09,5.0
19.0,441,2022-05-09,5.0
19.0,829,2022-05-09,1.0
19.0,830,2022-05-09,4.0
19.0,831,2022-05-09,3.0
19.0,833,2022-05-09,3.0
19.0,834,2022-05-09,2.0
19.0,836,2022-05-09,2.0
19.0,837,2022-05-09,6.0
19.0,838,2022-05-09,4.0
19.0,839,2022-05-09,1.0
19.0,840,2022-05-09,3.0
19.0,841,2022-05-09,5.0
19.0,842,2022-05-09,3.0
19.0,843,2022-05-09,4.0
19.0,844,2022-05-09,1.0
19.0,845,2022-05-09,4.0
19.0,846,2022-05-09,1.0
19.0,847,2022-05-09,5.0
19.0,848,2022-05-09,1.0
19.0,849,2022-05-09,2.0
19.0,850,2022-05-09,4.0
19.0,851,2022-05-09,3.0
19.0,852,2022-05-09,4.0
19.0,853,2022-05-09,4.0
19.0,854,2022-05-09,3.0
19.0,855,2022-05-09,5.0
19.0,856,2022-05-09,3.0
19.0,857,2022-05-09,5.0
19.0,859,2022-05-09,5.0
19.0,860,2022-05-09,1.0
19.0,861,2022-05-09,2.0
19.0,862,2022-05-09,3.0
19.0,863,2022-05-09,4.0
19.0,864,2022-05-09,3.0
19.0,865,2022-05-09,5.0
19.0,866,2022-05-09,2.0
19.0,867,2022-05-09,5.0
19.0,868,2022-05-09,6.0
19.0,869,2022-05-09,4.0
19.0,870,2022-05-09,4.0
19.0,871,2022-05-09,5.0
19.0,872,2022-05-09,3.0
19.0,873,2022-05-09,6.0
19.0,874,2022-05-09,6.0
19.0,875,2022-05-09,1.0
19.0,876,2022-05-09,7.0
